dialog_speaker_list,dialog_text_list,h,entailment,idx
"[""A""]","[""Five, this!"" With a dramatic gesture, he pointed to a large splash of candle grease on the floor by the writing-table. ""]",He pointed towards the ceiling in an awkward manner.,FALSE,278381
"[""A""]","["" ""How can you tell that?""""]",How can't you tell that?,FALSE,314543
"[""A""]","[""Organizational Settings.""]",There are no setting for how the organization is set up.,FALSE,372106
"[""A""]","[""well i guess i'm maybe naive but i never did feel that Russia was a big threat to us i mean obviously there's the the the possibility of or was the possibility of war""]",I was never under the impression that Russia would pose a threat,TRUE,296566
"[""A""]","[""The following morning, Mrs. Inglethorp stayed in bed to breakfast, as she was rather overtired; but she appeared in her briskest mood about 12.30, and swept Lawrence and myself off to a luncheon party. ""]",Mrs. Inglethorp wanted to go to the luncheon party alone,FALSE,212952
"[""A""]","[""plus the all the judicial system is overloaded with all kinds of um problems and crimes and so forth and then all of the um civil things that clog the courts""]",The judicial system is swamped.,TRUE,70806
"[""A""]","[""The bloodshed lasted three years and cost hundreds of thousands of lives, and almost every family on Ibiza not to mention the mainland was touched by tragedy.""]",The bloodshed was very brief and very few lives were lost or hurt. ,FALSE,63682
"[""A""]","[""Jon saw the shadow of the first horse and the white sharp teeth of the first rider shining in the night.""]",Jon saw the horse's shadow and the rider's teeth.,TRUE,240736
"[""A""]","[""My father has books about them.""]",My father has never heard of them.,FALSE,31986
"[""A""]","[""that's the one yes""]","Yes, that one.",TRUE,127565
"[""A""]","[""Just beyond is the great bell, which used to be rung to call the populace for important announcements, and, a little further along, a pair of huge drums.""]",The bell was rung in the past.,TRUE,183113
"[""A""]","[""Does the United States Invest 'Too Little'?""]",Does the us invest enough? ,FALSE,191675
"[""A""]","[""The second step-initial testing-can be done by applying logical tests to electronic data files or hard copy reports.""]",Logical tests are theorized about but not applied during the second step of testing.,FALSE,385977
"[""A""]","[""He stepped forward waving his arms.""]","He remained rooted in his position, arms on his side.",FALSE,281688
"[""A""]","[""This evolution-bred hunger for power is built into men generally, including those (such as Nixon) for whom translating power into sex is not a high personal priority.""]","Men have become weak and passive, lacking the will to better themselves or amass greater riches.",FALSE,34467
"[""A""]","[""The technology assumptions also have the effect of increasing the availability of cleaner energy supply technologies that reduce the level of emissions per kilowatt-hour of generation.""]",The availability of cleaner energy supply technologies will be increased. ,TRUE,269263
"[""A""]","[""One or two films, the magazines told them they were geniuses, that they could do anything.""]",The magazine said they were so dumb they couldn't do anything.,FALSE,336521
"[""A""]","[""This is in stark contrast to Rust.""]",This is a strong difference to Rust.,TRUE,325203
"[""A""]","[""Perhaps, though, you have a warrant for his arrest in your pocket now, suggested Poirot. ""]",Poirot suggested that the person may have a warrant in his pocket.,TRUE,86625
"[""A""]","[""and um you know then you only had to pay the it for us it was a five dollar copayment every time you went to the doctor and uh three dollars for the prescriptions""]",Each doctor visit was $1 and each prescription was $5.,FALSE,371485
"[""A""]","[""Look, sir, I chose you to approach in this matter not only because you were rich and influential with government officials, but because you had an unusual reputation, for these days, of daring to break with tradition.""]","The man was known for being week, lacking connections and being unable to think outside the box.",FALSE,171602
"[""A""]","[""From the Place des Abbesses, take Rue Ravignan to 13 Place Emile-Goudeau.""]",You may reach 13 Place Emile-Goudeau via Rue Ravignan.,TRUE,25631
"[""A""]","[""Economists use several theories to explain what motivates people to save.""]",There are a number of theories economics use to explain the reasons why people decide to save.,TRUE,334596
"[""A""]","[""Police recently arrested two other top politicians and raided the headquarters of the French Socialist Party in connection with bribes from another defense firm.""]",Two top politicians recently got arrested by police.,TRUE,357628
"[""A""]","[""oh i can see it too""]","Oh, I'm can see it as well.",TRUE,212839
"[""A""]","[""When Donald Graham took over as publisher, he picked Downie as the editor who would help steer the paper away from the Georgetown elites and toward the masses, away from national competition and straight at the suburban dailies.""]",Donald Graham chose Downie to be the editor so that the paper would move away from Georgetown elites and cater to the masses.,TRUE,190740
"[""A""]","[""They had their Gauntlets out and pumping with electricity.""]",They had their weapons put away.,FALSE,159174
"[""A""]","[""Before 6 June 1944 the peaceful stretch of coast west of Cabourg, from Ouistreham to the Cotentin peninsula, was known simply as the Cete du Calvados, a flat, undramatic shoreline broken by a few unspectacular chalk cliffs and sand dunes.""]","The Cete du Calvados was a calm, unremarkable stretch of coastline before 1944.",TRUE,2983
"[""A""]","[""no i'm sure you know that's one thing you don't do""]",I don't know whether you know if you should do that or not.,FALSE,333241
"[""A""]","[""He was Dale Evans' faithful husband for 50 years; modeled good habits for the kids who watched his show (he gave up beer off-screen and never kissed Dale on-screen); and adopted abused, orphaned, and ethnic-minority children.""]",He was related to Dale Evans.,FALSE,110490
"[""A""]","[""yeah and they just stop making them now""]",They make them forever.,FALSE,49120
"[""A""]","[""Bauerstein,"" said Lawrence quickly. ""]",Lawrence spoke very slowly. ,FALSE,62538
"[""A""]","[""Daringly mixing erotic fantasies and apocalyptic nightmares, it portrays the terrors and superstitions of the medieval peasant mind.""]",Mixing boring boring themes with angelic visions from a royal perspective. ,FALSE,9838
"[""A""]","[""  The agency procurement request for a delegation of procurement authority from GSA, showing names and experience of senior project officials (as required by GSA guidance detailed in its FIRMR Bulletin C-5).""]",The agency procurement request shows names and experience of project officials.,TRUE,212514
"[""A""]","[""right right because you know a lot of countries just shoot you on the spot you know forget that trial and the jury and all that you know they just""]","Here they summarily shoot you, while all other countries have the rule of law.",FALSE,215248
"[""A""]","[""This is usually accompanied by the laouto, a variation of the mandolin; the askomantoura, Cretan bagpipes; and the habioli, the shepherd's flute.""]",A variation of the mandolin is called the laouto.,TRUE,291570
"[""A""]","[""Beats me.""]",I totally understand it.,FALSE,355413
"[""A""]","[""Adams warned against taking courtroom television as an accurate depiction of a real courtroom.""]",Adams denied that courtrooms on were accurate depictions of courtrooms.,TRUE,81665
"[""A""]","[""rather than put it on a credit card""]",It would be the worst idea to use a credit card.,FALSE,369303
"[""A""]","[""now it probably doesn't work that way in our household because i have strong opinions about things too but""]","I'm very opinionated, so as such, it doesn't function that way in our home.",TRUE,200506
"[""A""]","[""well that sounds like something good to do then""]",Actually that does sound good to do.,TRUE,6433
"[""A""]","[""Further Reform Is Needed to Address Long-Standing Problems""]",There is a need for more reform.,TRUE,275800
"[""A""]","[""McCullough writes that by the standards of latter-day preservation, the dumping of the White House interior represents a needless and tragic loss.""]",McCullough wrote about the White House interior.,TRUE,170201
"[""A""]","[""The sociologist Nathan Glazer reviewed Slavery for Commentary and gave a copy to his friend Daniel Patrick Moynihan, then an aide to President Lyndon Johnson.""]",Nathan Glazer reviewed Schindler's List and gave a copy of it to his pastor. ,FALSE,59777
"[""A""]","[""and What should I know about restaurant wine pricing?""]",There's nothing I don't know about restaurant wine pricing.,FALSE,36027
"[""A""]","[""oh yeah that's what she said they they were going to have the governor was going to try to have it declared a disaster area""]",She said they were going to try to get the governor to lower taxes.,FALSE,261911
"[""A""]","[""We are quite a war household; nothing is wasted here, every scrap of waste paper, even, is saved and sent away in sacks."" I expressed my appreciation, and John took me into the house and up the broad staircase, which forked right and left half-way to different wings of the building. ""]","During this time of war, we are very conscious of saving every possible resource. I appreciated this large household helping in the war effort. ",TRUE,274527
"[""A""]","[""she's really a go-getter that uh and she started off uh cleaning uh houses""]",She started cleaning houses as a business.  ,TRUE,178425
"[""A""]","[""The marginal cost of SO2 and NOx reductions through 2015 are less than $450/ and $2,300/ton, respectively, in all four multi-emissions reduction scenarios.""]",SO2 and NOx reductions have no marginal costs.,FALSE,68466
"[""A""]","[""Programs create staff positions charged with working with special client populations.""]",There are programs where people work with special clients.,TRUE,223947
"[""A""]","[""It was a squalid, dirty place.""]",The area was wretched and filthy.,TRUE,320810
"[""A""]","[""Even if the water tastes pure and delicious, you cannot enjoy it as much as you should.""]",You cannot enjoy the water completely even tho it tastes great.,TRUE,26221
"[""A""]","[""The other swung a sword taken from one of the dead marauders.""]",The other swung a mace that used to be one of the dead marauders.,FALSE,60900
"[""A""]","[""and then there's one uh sitting on the right uh facing the house on the right hand side in the middle of that whole section and then i have this whole section over there that has nothing in it at all but just just the grass so that may be an idea to do is uh because i've got that concentration of trees right there is to uh you know just do something like what you said was to put some kind of um uh little plants that does well in shade uh the shaded area and forget about you know trying to plant grass and stuff underneath that""]","Instead of planting grass under the tree, I could just throw some little plants there.",TRUE,34970
"[""A""]","[""yeah they don't ask us do they  no you know and it's really hard i think on the immigrants because they come over here""]",They don't ask us anything at all.,TRUE,86007
"[""A""]","[""Then, aged 35, sitting under a tree at the place now known as Bodh Gaya (south of Patna), he vowed to stay there until his goal was achieved.""]",He never sat under any tree during his lifetime. ,FALSE,323429
"[""A""]","[""He suggested that making interventions more ambitious and partnering with other programs that also are looking at behavioral risk factors might get us a more prominent place on the agenda.""]","In order to get us a better place on the agenda, he suggested that we should be making interventions more ambitious.",TRUE,316467
"[""A""]","[""Falling sidewise?""]",Stumbling horizontally?,TRUE,157505
"[""A""]","[""yeah Lubbock oh another west Texan""]",Lubbock would not know where west Texas is on a map.,FALSE,286280
"[""A""]","[""The site lists about 600 titles from the past 20 years, with reviews of about one-third of the books.""]",None of the books were reviewed yet.,FALSE,225031
"[""A""]","[""Simon Peter's house and the synagogue are adjacent to one another.""]",Simon Peter's house is next to a synagogue.,TRUE,233849
"[""A""]","[""Part of me still clung to the faint hope that, somehow, some way, it might be Derry.""]",Part of me still clung to the faint hope that it was Jon.,FALSE,178273
"[""A""]","[""And there--in no small part as a result of that history--it has found itself with very little leverage.""]",It has little leverage in this situation.,TRUE,214985
"[""A""]","[""private sector practitioners suggest that agencies should retain the Do Federal Agencies Need capabilities inhouse to""]",All private sector practitioners agree that agencies should outsource all capabilities and cease any inhouse work.,FALSE,243613
"[""A""]","[""The last time it is said to not have liquified was 1980, the year of the great earthquake.""]",It has always liquefied.,FALSE,23525
"[""A""]","[""However, many of the sanctuaries are in fact much older than this.""]",Many of the sanctuaries are older than this one.,TRUE,21603
"[""A""]","[""He knelt next to the big man.""]",The man was kneeling by another man. ,TRUE,356201
"[""A""]","[""If you're interested enough to make a small investment, first look at the marvelous samples in the Municipal Art Museum in the park before buying.""]","You should definitely invest, no matter what, there are no sample available but I promise you'll love it.",FALSE,37182
"[""A""]","[""To enjoy excellent views, follow the coast road down to the small peninsula of Ponta Delgada, where you can cool off by the rocks in the seawater swimming pool.""]",The seawater swimming pool is a great place to cool off by the rocks.,TRUE,368634
"[""A""]","[""In an era of shrinking government capacity but expanding demands, vigorous congressional oversight and growing requests requires a strong GAO.""]",Strong oversight of congress is needed in an age of diminished government.,TRUE,151848
"[""A""]","[""Unfortunately, the civil legal needs of all low-income Americans are not being adequately met due to severe funding shortages at the federal and state level.""]",Americans with low-incomes are not having all their civil legal needs met because there is a lack of funds. ,TRUE,185682
"[""A""]","[""well i really do i um am an accountant and but i work at home""]","I am an accountant, and I have to work from the office.",FALSE,234072
"[""A""]","[""That shouldn't trouble us, said Adrin, drawing the leather pouch from his hip.""]",Adrin drew a metal pouch.,FALSE,120455
"[""A""]","[""so i finally just went to see it and i just thought it was fantastic""]",I went to see it and loved it.,TRUE,177910
"[""A""]","[""it's a brand new one it's a Catholic uh retirement home for nuns it's at uh Trinity no let me see Trinity i keep calling it Trinity it's not Trinity i'll think of""]",It's an old retirement home for priests without leashes.,FALSE,40190
"[""A""]","[""Those comments were echoed by another individual who advised first years that if there aren't enough billable tasks, figure out something else to do.""]",They told first years to keep looking for things to do if they did not have enough already.,TRUE,55340
"[""A""]","[""The organizations identified a number of factors that they deemed critical""]",The organization identified some factors that they said were critical,TRUE,333166
"[""A""]","[""but um oh we suffered that first summer we traded that thing in  as as soon as we could because it just it's indispensable down here to have air conditioning""]",It's absolutely necessary down here to have air conditioning.,TRUE,192032
"[""A""]","[""But the threat of Lutherans, Calvinists, and other heretics shifted the emphasis to repression, culminating in the Counter-Reformation formally proclaimed in 1563.""]","The heretics posed no threat, thus not changing the emphasis.",FALSE,131697
"[""A""]","[""Funereal, indeed.""]","Indeed, funereal is not a word.",FALSE,270720
"[""A""]","[""It is relevant for assessing the sustainability of programs established by current law.""]",Certain measures can be used to assess the sustainability of existing programs.,TRUE,142649
"[""A""]","[""The National Conference of Insurance Legislators (NCOIL), an organization of state legislators whose main area of public policy concern is insurance legislation and regulation, recently passed a resolution asking states to repeal the UPPL.""]",The NCOIL is made up of state legislators.,TRUE,37083
"[""A""]","[""and i think it's called the desk jet""]",It is definitely not a desk jet.,FALSE,142758
"[""A""]","[""This proposed route takes you through the vineyards and beaches of Herault.""]",Herault is home to both beaches and vineyards.,TRUE,85057
"[""A""]","[""yeah that was that was bad news we're still try i set out a whole bunch of crepe myrtles and stuff and of course it killed th em""]",The crepe myrtles I had outside survived.,FALSE,362066
"[""A""]","[""Jerusalem's quintessential dairy restaurant, serving excellent vegetarian and fish dishes in a typical, beautifully restored and decorated Jerusalem golden-stone house, with garden patio.""]",It serves all meats.,FALSE,91392
"[""A""]","[""Things were sparking, little flames licked at the walls; Daniel was going at them with a fire extinguisher.""]",Daniel tried to make the flame bigger.,FALSE,169668
"[""A""]","[""This is a book in which executives never approve a movie""]",Executives absolutely would approve of such books being movies. ,FALSE,198648
"[""A""]","[""Although C-R functions are available to estimate health effects of exposure to nitrogen oxides""]",Exposure to nitrogen oxides cause no health effects.,FALSE,46619
"[""A""]","[""A few years ago, gambling was confined to Las Vegas and Atlantic City.""]",Gambling used to be limited to Vegas and Los Angeles.,FALSE,112061
"[""A""]","[""Now with plenty of smart comedy aimed at kids-- The Simpsons and Letterman come to mind-- Mad is as superfluous and weary as the grandfather we shunted into that nursing home.""]","With so much smart comedy aimed at kids, Mad has become outdated and obsolete.",TRUE,143451
"[""A""]","[""About an hour had passed when he heard the key softly turned, and the door opened.""]",The door opened softly after an hour had passed.,TRUE,169003
"[""A""]","[""Taken who to prison?""]",Got who out of prison?,FALSE,268635
"[""A""]","[""John, I knew, was very fond of her, and would be sorry to let her go. ""]",John had had enough of her freeloading in his home and wanted her out. ,FALSE,49358
"[""A""]","[""Mostly it's good comments though, Contreras said. ""]","The response has been uniformly negative, said Contreras.",FALSE,84433
"[""A""]","[""and how how big is your duplex""]",And what is the size of your duplex,TRUE,231358
"[""A""]","[""Are we talking about dozens of people or thousands?""]",Are we talking about one person?,FALSE,51985
"[""A""]","[""Sorry, sir,' the dense man mumbled, letting go.""]",He thrust his fingers through my side and permanently latched on to me.,FALSE,245363
"[""A""]","[""When Cook later tied up on the Big Island of Hawaii, at Kealakekua Bay, he was hailed as the god Lono and feasted on a grand scale.""]",Hawaiian natives thought Cook was somehow not human.,TRUE,218546
"[""A""]","[""and uh boys i guess as i get older that'll get more and more appetizing""]",That'll never appeal to me.,FALSE,90076
"[""A""]","[""yeah very similar um uh specializing in the computer and you know uh interfacing with computers and software and all that kind of good stuff""]","Working with tech, programming, and using software and all that geeky sort of thing.",TRUE,369645
"[""A""]","[""(And all this time, I thought you actually had to be physically present at Slate.com in order to write for it.)""]",People have to physically present at Slate.com to write for it.,FALSE,294943
"[""A""]","[""4 cents for saturation mail weighing up to 3.3 ounces and drop shipped at the delivery office.""]",Saturation mail costs 5 cents regardless of weight.,FALSE,247321
"[""A""]","[""Therefore, neither an initial nor final regulatory flexibility analysis was performed.""]",The analysis was carried out as usual.,FALSE,275089
"[""A""]","[""A policeman was approaching.""]",A policeman was getting close to where they were.,TRUE,28387
"[""A""]","[""that that's right oh that's a big thrill for them""]",That is a big deal for them.,TRUE,381184
"[""A""]","[""He placed a wooden hand in mine and said: ""This is a pleasure, Mr. Hastings."" Then, turning to his wife: ""Emily dearest, I think that cushion is a little damp."" She beamed fondly on him, as he substituted another with every demonstration of the tenderest care. ""]",He looked at his wife and just smiled.,FALSE,4911
"[""A""]","[""But the A students are precisely the ones who suffer unjustly from grade inflation.""]",Grade inflation is bad for poor students.,FALSE,115452
"[""A""]","[""In the Algarve, dinghies and sailing instruction are available at Praia de Luz, Quinta do Lago, and Portimao.""]",You may learn to sail in the Algarve.,TRUE,288262
"[""A""]","[""At the top of a 272-step staircase is the Cathedral Cave, the most breathtaking of the three, with its architectural columns of lofty stalactites and stalagmites.""]",At the top of the staircase is only the Lucky Mountain.,FALSE,128332
"[""A""]","[""This Art-Deco picture palace, originally called The Graumann, was built by the great showman Sid Graumann in 1927.""]",The showman Sid Grauman built a museum in 1927.,FALSE,136041
"[""A""]","[""White children's classic from becoming intolerable.""]",The children's classic is tolerable.,FALSE,368655
"[""A""]","[""She was given to changing her 55 mind as to her testamentary dispositions, now benefiting one, now another member of her family.""]",She never changed her mind.,FALSE,218553
"[""A""]","[""And Clinton recently signed an immigration bill giving the government the power to exclude anyone who advocates terrorist activity.""]",Hillary Clinton did not sign any bills. ,FALSE,202394
"[""A""]","[""period and and there was no such thing as a job or any hope of a job until well unless if you were educated you got you know you might teach for a year or two before you got married""]",You have to have had an education to get a job.,TRUE,111998
"[""A""]","[""yeah yeah yeah oh let's see what oh i guess i've got a two year old so we do Sesame Street everyday""]",My 2 year old and I watch Mickey Mouse more than Sesame Street.,FALSE,81704
"[""A""]","[""Guess I'll turn in now.""]",Guess I'll pull an all-nighter.,FALSE,330847
"[""A""]","[""But they were the first Indians he had seen this close since he had ridden out of Texas.""]",These were the first sight of Indians since he had left Texas.,TRUE,333184
"[""A""]","[""Current payers-in are financing current payers-out, not their own retirements.""]",Retirement is the only thing payers-in care about financing.,FALSE,231552
"[""A""]","[""I learned, for example, how a diadem, brooch, or bracelet could be invisibly hinged so as to be completely flexible in all directions, not a rigid little beast of unyielding metal and stone, but supple, tender toward the body, changeable in mood.""]",A brooch can be made with an invisible hinge.,TRUE,219413
"[""A""]","[""In an area stretching from the permanently traffic-jammed Piazza Dante, between Via San Biagio dei Librai and Via Tribunali and over to the Porta Capuana, the popular image of old Naples survives.""]",Piazza Dante was closed to traffic.,FALSE,110025
"[""A""]","[""Ca'daan saw an identical pistol hanging on his right hip.""]",There was an identical pistol on his hip.,TRUE,196376
"[""A""]","[""For unto everyone that hath shall be given, and he shall have  but from him that hath not shall be taken away even that which he hath.""]",Some people that hath shall not be given unto.,FALSE,342596
"[""A""]","[""As a result, our estimates are based on the best available methods of benefits transfer.""]",Something led to the estimates being based on the best available methods.,TRUE,374302
"[""A""]","[""  The Model provides a forecast of average retail electricity prices from 2005 to 2020 for 13 regions and the contiguous U.S., and considers areas of the country that (1) will have competitive pricing of power generation and, (2) are likely to price retail power based on a cost-of-service basis.""]",The Model predicts the price of electricity in some areas.,TRUE,317765
"[""A""]","[""POST-1991 LOAN GUARANTEES -Loan guarantees committed after September 30, 1991.""]","Guarantees for loans committed after the end of September, '91. ",TRUE,128878
"[""A""]","[""The findings should put the legal community on notice that more needs to be done because the problem is only going to get worse, said Melville Miller, president of Legal Services.""]",There is a worsening problem that effects the legal community.,TRUE,280165
"[""A""]","[""The new nationalism led Piedmont into the Italian orbit at the head of the Risorgimento unification movement, and the House of Savoy served as Italy's reigning royal family from 1861 to 1946, with Turin serving ever so briefly as the capital of the newly unified Italy in 1861.""]",Turin spent 100 years as the capital of Italy.,FALSE,161408
"[""A""]","[""31 Under any foreseeable circumstances, universal delivery would not cease.""]","It is very likely that universal delivery will continue, no matter what happens.",TRUE,228956
"[""A""]","[""I can tell by your voice.""]",I can hear it in your voice.,TRUE,145650
"[""A""]","[""I would never leave guns in the hands of madmen, said Jon.""]",Jon said he didn't want bad people to have guns.,TRUE,244387
"[""A""]","[""Crowning a hilltop about 3 km (2 miles) west of the city center, the 2,000-year-old Buddhist shrine of Swayambhunath can be seen from all over the valley.""]",There is a greek amphitheater on the mountain top.,FALSE,92535
"[""A""]","[""One of them, Tonya Flynt-Vega, has accused him of sexually molesting her and, in an interview in the current issue of Penthouse , Flynt's former brother-in-law accuses him of molesting a second daughter.""]",Tonya Flynt's ex wifes brother accused him of sexually abuses his second daughter,TRUE,86705
"[""A""]","[""Crazy  Richard Nixon and All That Jazz , by Leonard Garment (Times Books).""]",Times Books did not publish any of Leonard Garment's books.,FALSE,283527
"[""A""]","[""no i sure haven't it's i think it's supposed to be nice though""]",It's supposed to be good.,TRUE,80313
"[""A""]","[""things cropped up you know so we decided to put ourselves on a cash budget well the first time we did it we just took some arbitrary amount that we estimated it would be and then we kept track of everything for a month""]","Due to certain circumstances, we made a budget to only use cash to keep track of every month.",TRUE,295586
"[""A""]","[""All of these unfortunate circumstances resulted in Benedykt's addiction to drugs, alcohol and sex.""]",The circumstances all contributed to Benedykt's drug addiction.,TRUE,10699
"[""A""]","[""oh well thanks and i guess i we've we've been on long enough so you have a good day all right bye-bye""]","Thanks, and I think we've been talking long enough, so have a good day! Bye-bye!",TRUE,335017
"[""A""]","[""um i really enjoy softball and my favorite is volleyball""]",I absolutely loathe playing volleyball.,FALSE,329729
"[""A""]","[""LSC is governed by an eleven-member bipartisan Board of Directors appointed by the President of the United States with the advice and consent of the Senate.""]",The bipartisan Board of Directors governing the LSC is made of 11 members.,TRUE,302129
"[""A""]","[""So far it was all plain sailing.""]",So far it had been a smooth ride ,TRUE,116029
"[""A""]","[""Kazan's soon to be ex-friend Arthur Miller did something like this four years later when he refused to answer questions.""]",Arther Miller has never been friends with Kazan.,FALSE,104733
"[""A""]","[""well  they did have a fairly decent year finally this year""]","They had a fairly decent year this year, finally.",TRUE,270634
"[""A""]","[""Despite efforts to curry favor with the revolutionaries, like calling himself Philippe Egalite (equality), the duke ended up on the guillotine with the rest of the family.""]",The duke who called himself Philippe Egalite (equality) ended up on the guillotine.,TRUE,340663
"[""A""]","[""Compare Moyers with 60 Minutes , whose rough-and-tumble, ambush journalism is the antithesis of his.""]",60 Minutes uses tough journalism.,TRUE,22605
"[""A""]","[""Yes, but what about the bitter taste that coco won't disguise?""]",Coco can disguise any taste.,FALSE,246110
"[""A""]","[""But as in Guadeloupe, the economic outlook rarely inspires complacency, even with increasing tourism.""]",Tourism population has been increasing over the years in Guadeloupe.,TRUE,266046
"[""A""]","[""Of course, it had been there from the beginning, slipped in by the ticket agent.""]",Something was slipped in by the ticket agent.,TRUE,48135
"[""A""]","[""i've never heard that one that's very nice oh so i'm all for the metric system and converting over and i think i guess my feeling is the way to do it is is to just start giving weights you know have a very brief transition period and then just start giving weights and kilometers or just as in kilometers and weights and kilograms and everything like that and uh just have people start using it rather than having people constantly trying to convert remember me getting a package of something that said one pound is a package of dates mind you it's was presumably something you weigh fairly precisely it said one pound and then in parenthesis it said four hundred and fifty four point six grams""]","I'm in favor of the metric system, and I think the best way to switch over is to have people start using it rather than a transition period where people have to attempt to convert measurements.",TRUE,313624
"[""A""]","[""Oh, well, I suppose there must be something in it, then. ""]","Uhm, I think there must be something in it.",TRUE,184322
"[""A""]","[""yes no that's you're right yeah""]","No, nah, that's very wrong. ",FALSE,123896
"[""A""]","[""$3,645 to develop a domestic violence training program for local police departments, led by a victim's advocacy trainer; the goal of these mini-workshops will be to ensure that local police departments consistently adhere to proper PFA protocol.""]",It costs less then $1000 dollars to develop this training program. ,FALSE,188238
"[""A""]","[""yeah i lived there in my early twenties too before i moved""]",I have never been there.,FALSE,180192
"[""A""]","[""The official Maison de la France Web site (&lt;www.franceguide.com&gt;) is also a good starting place; the section called Discover the Regions of France directs you to local Web sites of tourist offices around France.""]",The Maison de la France web site features many of Germany's tourist sites.,FALSE,29762
"[""A""]","[""especially not after two years""]",After two years I might reconsider the situation and grant them their request.  ,FALSE,3233
"[""A""]","[""The third member of the Hindu trinity is Brahma, whose only task was to create the world.""]",Brahma created the world.,TRUE,124213
"[""A""]","[""You won't envy the men and women you see working in the fields under the blazing sun, but they're never too tired to return your wave with a smile.""]",The people who labor outside are optimistic and kind.,TRUE,763
"[""A""]","[""Senate Majority Leader Trent Lott, R-Miss., latched on to this as an excuse to side with Helms.""]",This was the excuse Lott needed to vehemently oppose Helms.,FALSE,44285
"[""A""]","[""This estate outside the pretty village of Enniskerry in the foothills of the Wicklow Mountains, is about 18 km (12 miles) from Dublin.""]",The estate is high up in the mountains.,FALSE,389553
"[""A""]","[""The sky seems to indicate the planets favor teleportation now.""]","From what we can tell from looking at the sky, teleportation may be possible.",TRUE,130690
"[""A""]","[""yeah like that Lionel something or another that black boy of they had a television program about him two hour movie""]",There was a movie about a black person named Lionel.,TRUE,104214
"[""A""]","[""i was down in Florida working and uh during during the summer some how i got a hold of involved in a a marketing organization that marketed uh replacing those uh whole life policies which aren't very good insurance policies people are losing you know and it losing money or not doing as well as they could""]","When I was in Florida over the summer, I got involved in a marketing organization, that is a proponent of replacing whole life insurance policies.",TRUE,232023
"[""A""]","[""In early 1998, political volatility necessitated India's first ever mid-term parliamentary elections, leading Congress to withdraw support from PM Gujral and to make Atal Behari Vajpayee of the BJP head of a multi-party coalition government.""]",Congress consistently backed PM Gujral through India's elections.,FALSE,157991
"[""A""]","[""and what are you doing""]",I know what you're doing.,FALSE,105173
"[""A""]","[""Well, of course the war has turned the hundreds into thousands. ""]",The was turned hundreds to thousands. ,TRUE,245428
"[""A""]","[""you know make a sauce with or something like that but you can go ahead and buy them cooked and shelled and they're more expensive of course but""]",Make a sauce to go with it but if you buy them already cooked it will cost more money.,TRUE,267748
"[""A""]","[""Linda Degutis recommended amending the recommendation to read, screening, interventions, and methods under consideration.""]",Linda Degutis made a recommendation to amend some things.,TRUE,170579
"[""A""]","[""you know right Campbell Earl Campbell""]",You do not know right Campell Earl Campbell.,FALSE,215092
"[""A""]","[""The analogous leap today is from national to supranational regulation.""]","Today, the leaps are from national regulation to the supranational.",TRUE,357502
"[""A""]","[""Behind the brick facade with bas-relief friezes by Kipling's father over the gate, the stalls retain their original vegetables to the left; fruit and flowers to the right; and fish, mutton, and poultry straight ahead.""]",The vegetable stall is straight ahead.,FALSE,86911
"[""A""]","[""I don't want her going inside the head of a man like that.""]",I don't think she should be going in there.,TRUE,369457
"[""A""]","[""If they were in the lowest tax bracket, their deduction would cost the government $600 and add as much as $3,400 to national saving.""]","If they were in the lowest tax bracket, their deduction would cost the government $699.",FALSE,192182
"[""A""]","[""Invaders Galore""]",Invaders cowed.,FALSE,321090
"[""A""]","[""(Click to read the question--but in brief, it had to do with why one guy named Bill had managed to discourage unwanted pursuit by a gal named Janet, when another guy named Bill had not.)""]","Click to read the question, which is about a guy named Bill.",TRUE,156170
"[""A""]","[""Tommy's eyes opened as he read: ""Jane Finn found.""]",Tommy had not noticed that Jane Finn had been found.  ,FALSE,258576
"[""A""]","[""The owners will brew up a pot so you can taste before making a choice.""]",The owners will offer a sample of any brew you choose. ,TRUE,78786
"[""A""]","[""I am Adrin, he said.""]",He said that he was Adrin. ,TRUE,388629
"[""A""]","[""wait let me turn off my stereo here""]","My stereo is already turned off, let's talk.",FALSE,314727
"[""A""]","[""Congress gave EPA responsibility for implementing federal environmental laws.""]",EPA has no control over environmental laws.,FALSE,366788
"[""A""]","[""Legal Aid attorney Sharon Lee Schwartz knew when she entered law school at Georgetown University that she wanted to use her training to help others.""]",Sharen Lee Schwartz never attended Georgetown University.,FALSE,88808
"[""A""]","[""This model has been developed on the assumption that the cost behavior of postal administrations is essentially similar.""]",It works only if we assume its similarity with the cost behavior of the political administration.,FALSE,311988
"[""A""]","[""The form and content of audit documentation should be designed to meet the circumstances of the particular audit.""]",There should be no special design in audit documentation.,FALSE,212374
"[""A""]","[""exactly but a salad bar that's that's my favorite i mean if because i just feel like i can make my own meal and there's usually a lot of fun stuff and obviously it's a lot of vegetables but um""]",The salad bar is my favorite because I can make my own meal.,TRUE,263405
"[""A""]","[""British troops arrived on the island in 1801 to protect against possible invasion by the French, but they were with?Τrawn following the Treaty of Amiens in 1802.""]",British troops landed on the island but were repelled by the French invaders.,FALSE,152546
"[""A""]","[""The northerner took his cloak and hat from the small boy and a leather sack of coin from one of the men in the crowd.""]","The northerner left his cloak and hat behind,",FALSE,212535
